Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
ESTOQUE CONFORTAVEL,,kIT ETANOL MEGAENZYME,Sem marca e embalagem,,ENTRADA,,,,Geladeira 1 - Prateleira 4,False,,
ESTOQUE CONFORTAVEL,Fermentas,Kit extração de DNA,KO513,,ENTRADA,,,1,Geladeira 1 - Prateleira 4,False,,
ESTOQUE CONFORTAVEL,SLBB5686,Kit imunoprecipitação de cromatina ,SLBB5686,,ENTRADA,,,1,Geladeira 1 - Gaveta,True,2025-04-07 00:00:00,
ESTOQUE CONFORTAVEL,KK8440,Kit mRNA Seq,Kapa Biosystem,,ENTRADA,,,1,Geladeira 1 - Prateleira 4,True,2025-04-07 00:00:00,
ESTOQUE CONFORTAVEL,K0513,Kit para extração de DNA de gel de agarose,Fermentas Life Sciences,,ENTRADA,,,1,Geladeira 12 de cultivo - Prateleira 4,True,2025-04-07 00:00:00,
ESTOQUE CONFORTAVEL,Molecular Probes," Kit Qubit dsDNA HS (faixa 0,2 - 100 ng) (ACABOU)",Q32851,100 reações,ENTRADA,,,0,Geladeira 1 - Gaveta,False,,
ESTOQUE CONFORTAVEL,Molecular Probes,Kit Qubit dsDNA BR (faixa 2 -100 ng),Q32853,500 reações,ENTRADA,,,1,Geladeira 1 - Prateleira 4,False,,
ESTOQUE BAIXO,Molecular Probes,Kit Qubit ssDNA (faixa 1 - 200 ng),Q10212,100 reações,ENTRADA,,,1,Geladeria 1 - Gaveta,False,,
ESTOQUE BAIXO,Molecular Probes,"Kit Qubit proteínas  (0,25 - 5 ug)",Q33211,,ENTRADA,,,1,Geladeira 1 - Prateleira 4,False,,
ESTOQUE CONFORTAVEL,Molecular Probes,KIt qubit RNA BR (20 - 1000 ng),Q10210,100 reações,ENTRADA,,1,,Geladeira 1 - Gaveta,False,,
ESTOQUE CONFORTAVEL,Molecular Probes,KIt qubit RNA BR (20 - 1000 ng),Q10211,500 reações,ENTRADA,,1,1,Geladeira 1 - Prateleira 4 (aberto) /Gaveta (fechado),False,,
ESTOQUE CONFORTAVEL,Molecular Probes,KIt Qubit RNA HS (5 - 100 ng),Q32852,500 reações,ENTRADA,,1,,Geladeira 1 - Gaveta,False,,
ESTOQUE CONFORTAVEL,Life,kit sequenciamento de semicondutores de íons,4475486,,ENTRADA,,,1,Geladeira 1 - Gaveta,False,,
,,Kit Biomol OneStep/COVID-19/ IBMP,,96 reações,ENTRADA,,1,,Geladeira 12 de Cultivo -  Prateleira 2,True,2025-04-04 00:00:00,
ESTOQUE CONFORTAVEL,320-1340,L-glutamina,GIBCO,100 mL,ENTRADA,,1,,Geladeira 12 de cultivo - Prateleira 3 - Porta,True,2025-04-03 00:00:00,
ESTOQUE MODERADO,Sigma,L-Glutathione reduced ,G4251-10G,,ENTRADA,,0,1,Geladeira 1 - Prateleira 2 (Porta),True,2025-03-07 00:00:00,
ESTOQUE CONFORTAVEL,Sigma Aldrich,L-Glutatthione oxidized ,G4501,,ENTRADA,,1,,Geladeira 5 - Prateleira 1 ,True,2025-03-10 00:00:00,
ESTOQUE CONFORTAVEL,25 G,L-leucina,Sigma,,ENTRADA,,1,,Geladeira de cultivo - Prateleira 4 - Porta,False,,
ESTOQUE CONFORTAVEL,Sigma,Lacase de Aspergillus sp. ,SAE0050,,ENTRADA,,,1,Geladeira 1 - Prateleira 2 (Porta),True,2025-03-07 00:00:00,
ESTOQUE CONFORTAVEL,L-9010/L-0375,Lactalbumina,Sigma,,ENTRADA,,1,2,Geladeira 12 de cultivo - Prateleira 1,True,2025-04-04 00:00:00,
ESTOQUE CONFORTAVEL,L-3001,Lipase,Sigma,,ENTRADA,,,1,Geladeira 12 de cultivo - Prateleira 2 - Porta,True,2025-04-03 00:00:00,
ESTOQUE CONFORTAVEL,L3126,Lipase de pâncreas bovino,Sigma,,ENTRADA,,,1,Geladeira 1 - Prateleira 3,False,,
ESTOQUE CONFORTAVEL,K025,Lipase Kit ,Bioclin,,ENTRADA,,5,1,Geladeira 1 - Prateleira 4,False,,
ESTOQUE CONFORTAVEL,TS-120,Listeria Oxford,™ média,,ENTRADA,,1 caixa,,Geladeira de cultivo - Prateleira 2,False,,
ESTOQUE BAIXO,89880E,Luminol/ Enhancer Solution,Thermo,,ENTRADA,,,1 acabando,Geladeira 1 - Prateleira 3,False,,
ESTOQUE CONFORTAVEL,Invitrogen by Thermo,MEGAclear Kit,AM1908,,ENTRADA,,,1,Geladeira 1 - Gaveta,False,,
ESTOQUE CONFORTAVEL,101103,Meio 199 modificado com sais Hank,Interlab,"10,58 G/L",ENTRADA,,30 pcts,,Geladeira de cultivo - Prateleira 3,False,,
ESTOQUE CONFORTAVEL,41500-034,Meio essencial mínimo,GIBCO,"9,6 G/L",ENTRADA,,4 pcts,,Geladeira de cultivo - Prateleira 3,False,,
ESTOQUE CONFORTAVEL,IM5600,Meio essencial mínimo,InLab,"2,2G/L",ENTRADA,,4 pcts,,Geladeira de cultivo - Prateleira 3,False,,
ESTOQUE CONFORTAVEL,M5519,Meio de cultura Basal ,Sigma,50L,,,1,,Geladeira 12 de cultivo - Prateleira 2,True,2025-04-04 00:00:00,
ESTOQUE CONFORTAVEL,TS-216,Meropenem,™ média,,ENTRADA,,4  caixas,,Geladeira de cultivo - Prateleira 2,False,,
ESTOQUE CONFORTAVEL,Sigma,Mistura salina basal de murashige e Skoog,M5524,,ENTRADA,,,1,Geladeira 1 - Prateleira 2 (Porta),True,2025-03-07 00:00:00,
ESTOQUE CONFORTAVEL,M-0503,Mitomicina C,Sigma,,ENTRADA,,0,3,Geladeira 12 de cultivo - Compartimento 1,True,2025-04-01 00:00:00,
ESTOQUE CONFORTAVEL,M-2128,MTT (Brometo Tiazolil Azul de Tetrazólio),Sigma,,ENTRADA,,,1,Geladeira de cultivo - Prateleira 1 - Porta,True,2025-04-03 00:00:00,
ESTOQUE CONFORTAVEL,N-1385,Nariginase,Sigma,,ENTRADA,,1,,Geladeira 12 de cultivo - Prateleira 2 - Porta,True,2025-04-03 00:00:00,
ESTOQUE CONFORTAVEL,,Native Apergillus Japonicus Pectolyase - Creative Enzymes,NATE-0540,,ENTRADA,,,1,Geladeira 1 - Prateleira 2 (Porta),False,,
ESTOQUE CONFORTAVEL,F30630,Neotaxel diluente,Quiral,,ENTRADA,,9,0,Geladeira 12 de cultivo - Prateleira 3 - Porta,True,2025-04-03 00:00:00,
ESTOQUE CONFORTAVEL,Promega ,Netralization solution ,A157D,,ENTRADA,,,2,Geladeira 1 - Prateleira 1 (Porta),False,,
ESTOQUE CONFORTAVEL,17-5318-01,Ni Sepharose 6Fast Flow,GE Healthcare,,ENTRADA,,,1,GELADEIRA 5  PRATELEIRA 1,True,2025-03-10 00:00:00,
ESTOQUE CONFORTAVEL,89880A,Nucleic Acid Detection Blocking Buffer,Thermo,,ENTRADA,,,1,Geladeira 1 - Prateleira 3,False,,
ESTOQUE CONFORTAVEL,10732,"N,N,N,N-Tetramethylethylendiamin ",Merck,,ENTRADA,,,1,Geladeira 12 de Cultivo - Prateleira 2,True,2025-04-04 00:00:00,
ESTOQUE CONFORTAVEL,Sigma life science,Ofloxacin,102078499,,ENTRADA,,,1,Geladeira 1 - Prateleira 1 (Porta),False,,
ESTOQUE CONFORTAVEL,Sigma Aldrich,Orlistat,04139-2SMG,,ENTRADA,,,1,Geladeira 1 - Prateleira 1 (Porta),True,2025-03-07 00:00:00,
ESTOQUE CONFORTAVEL,P-6148,Paraformaldeído,Sigma,,ENTRADA,,,2,Geladeira 12 de cultivo - Prateleira 3,True,2025-04-04 00:00:00,
ESTOQUE CONFORTAVEL,Sigma,Pectinase de Aspergillus niger,P4716-SKU,,ENTRADA,,,1,GELADEIRA 5  PRATELEIRA 1,True,2025-03-10 00:00:00,
ESTOQUE CONFORTAVEL,Sigma,Pectolyase- Paty,P-5936,,ENTRADA,,2,,Geladeira 1 -Prateleira 3 (porta),False,,
ESTOQUE CONFORTAVEL,P7181,PEG solução 50%,Sigma,5 mL,ENTRADA,,5,,Geladeira 12 de cultivo - Prateleira 3,True,2025-04-07 00:00:00,
ESTOQUE CONFORTAVEL,Fluka,Penicilin G sodium salt ,13752-1G-F,,ENTRADA,,,1,Geladeira 1 - Prateleira 1 (Porta),True,2025-03-07 00:00:00,
ESTOQUE CONFORTAVEL,600-5145AE,Penicilina-Estreptomicina,Gibco,,ENTRADA,,2,,Geladeira de cultivo - Compartimento 1,False,,
ESTOQUE CONFORTAVEL,T-9777,Penicilina-Estreptomicina-Neomicina,Sigma,50 mL (4 UN) 20mL (1UN),ENTRADA,,5,0,Geladeira 12 de cultivo - Compartimento 2,True,2025-04-01 00:00:00,
ESTOQUE CONFORTAVEL,P-7000,Pepsina,Sigma,,ENTRADA,,0,1,Geladeira 12 de cultivo - Prateleira 3 - Porta,True,2025-04-03 00:00:00,
ESTOQUE CONFORTAVEL,Thermo,Pierce NHS Activated Magnetic  Beads,88827,,ENTRADA,,1,1,GELADERA  5 - PRATELEIRA 1 ,True,2025-03-10 00:00:00,
ESTOQUE CONFORTAVEL,P7768o1KU,Piruvato Kinase,Sigma,,ENTRADA,,,1,Geladeira 1 - Prateleira 3 (Porta),False,,
ESTOQUE CONFORTAVEL,2041,Plasma de coelho liofilizado,New Prov.,,ENTRADA,,2,,Geladeira de cultivo - Prateleira 1 - Porta,True,2025-04-03 00:00:00,
ESTOQUE CONFORTAVEL,82870,Priridoxal-5-fosfato monohidratado,Sigma,1G,ENTRADA,,,1,Geladeira 12 de cultivo - Prateleira 2 - Porta,True,2025-04-03 00:00:00,
ESTOQUE CONFORTAVEL,K031-1,Propteínas totais monoragentes Kit,Bioclin,,ENTRADA,,2,1,Geladeira 1 - Prateleira 4,False,,
ESTOQUE CONFORTAVEL,P-3910/P-6911,Protease,Sigma,,ENTRADA,,9,0,Geladeira 12 de cultivo - Prateleira 2 - Porta,True,2025-04-03 00:00:00,
ESTOQUE CONFORTAVEL,17-1279-01,Protein A Sepharose Fast Flow,GE Healthcare,,ENTRADA,,,,Geladeira 1 - Prateleira 4,False,,
ESTOQUE CONFORTAVEL,25530-015,Proteinase K (Fungal),Invitrogen,,ENTRADA,,2,,Geladeira 12 de cultivo - Prateleira 1 - Porta,True,2025-04-03 00:00:00,
ESTOQUE CONFORTAVEL,627901,Purified anti-Tubulin-,BioLegend,50ml,,,,,Geladeira 1(5) - Prateleira 1 (Porta),False,,
ESTOQUE CONFORTAVEL,59144,Reagente para ensaio de amido,Sigma,,ENTRADA,,10,,Geladeira 12 de cultivo - Compartimento 3,True,2025-04-04 00:00:00,
ESTOQUE CONFORTAVEL,L-9774,Resina acrílica branca LR,Sigma,,ENTRADA,,1,,Geladeira de cultivo - Prateleira 3,False,,
ESTOQUE CONFORTAVEL,C-4650,Resina colestiramina,Sigma,,ENTRADA,,,1,Geladeira 12 de cultivo - Prateleira 1 - Porta,True,2025-04-03 00:00:00,
ESTOQUE CONFORTAVEL,PHR3526,Ribitol,Merk,500 mg,ENTRADA,,0,1,Geladeira 5 - Prateleira 1 (Porta),True,2025-03-07 00:00:00,
ESTOQUE CONFORTAVEL,,RNAse A de pâncreas bovino,10109142001,,ENTRADA,,2,1,Geladeira 1 - Prateleira 3,False,,
ESTOQUE CONFORTAVEL,1640,RPMI,Cultilab,"10,4 G/L",ENTRADA,,7 pcts,,Geladeira de cultivo - Prateleira 2,False,,
ESTOQUE CONFORTAVEL,R6504,RPMI 1640 ,Sigma,10L,ENTRADA,,2 frascos,0,Geladeira 12 de cultivo - Prateleira 1,True,2025-04-04 00:00:00,
ESTOQUE CONFORTAVEL,,RPMI ,Gibco,,ENTRADA,,1 (10 pcts),14 pcts,Geladeira de cultivo - Prateleira 3,False,,
,,RIBONUCLLEASE,INVITROGEN,10ML,ENTRADA,,,,GELADEIRA 5  PRATELEIRA 1,False,,
ESTOQUE CONFORTAVEL,Inlab,Sacos de diálisis- 25 uni,27-33-21,,ENTRADA,,,2,Geladeira 1 -Prateleira 4 (porta),False,,
ESTOQUE CONFORTAVEL,Probac do Brasil,Sallmonella polivalente somático,10104030070,,ENTRADA,,0,1,Geladeira 1 - Prateleira 1 (Porta),True,2025-03-07 00:00:00,
ESTOQUE BAIXO,89880F,Solução peroxido - Stable Peroxide Solution,Thermo,,ENTRADA,,,1 acabando,Geladeira 1 - Prateleira 3,False,,
ESTOQUE BAIXO,,"Solução tampão pH 10,0",,,ENTRADA,,,1,Geladeira 1 - Prateleira 3,False,,
ESTOQUE BAIXO,,"Solução tampão pH 4,0",,,ENTRADA,,,1,Geladeira 1 - Prateleira 3,False,,
ESTOQUE BAIXO,7758-79-4,"Solução tampão pH 6,86",Dinâmica,,ENTRADA,,,1,Geladeira 1 - Prateleira 3,False,,
ESTOQUE BAIXO,S1036.08.BI,"Solução tampão pH 7,0",Synth,,ENTRADA,,,1 acabando,Geladeira 1 - Prateleira 3,False,,
ESTOQUE BAIXO,,"Solução tampão pH 7,0",,,ENTRADA,,,1,Geladeira 1 - Prateleira 3,False,,
ESTOQUE CONFORTAVEL,1303-96-4,"Solução tampão pH 9,00",Perfyl Tech,,ENTRADA,,1,,Geladeira 1 - Prateleira 3,False,,
ESTOQUE CONFORTAVEL,7778-77-0,"Solução tampão pH7,0",Dinâmica,,ENTRADA,,2,,Geladeira 1 - Prateleira 3,False,,
ESTOQUE CONFORTAVEL,Thermo,Streptavidin - HRP,8988OD,,ENTRADA,,,1,Geladeira 1 - Prateleira 1 (Porta),False,,
ESTOQUE CONFORTAVEL,S-6501,Streptomicin Sulfate Salt,Sigma,,ENTRADA,,0,1,Geladeira 12 de cultivo - Compartimento 2,True,2025-04-01 00:00:00,
ESTOQUE CONFORTAVEL,Sigma Aldric,Sulfato de estreptomicina,86501,,ENTRADA,,,1,Geladeira 1 - Prateleira 1 (Porta),False,,
ESTOQUE CONFORTAVEL,Sigma Aldrich,Sulfato de gentamicina,G1264-5G,,ENTRADA,,0,1,Geladeira 12 de cultivo - Compartimento 1,True,2025-04-01 00:00:00,
ESTOQUE CONFORTAVEL,P-1004/P-4932,Sulfato de Polimixina B,Sigma,,ENTRADA,,0,1,Geladeira 12 de cultivo - Compartimento 1,True,2025-04-01 00:00:00,
ESTOQUE CONFORTAVEL,,Supelco (Larissa Monteiro) MANCOZEB,BCCH8214,,ENTRADA,,,1,Geladeira 1 - Prateleira 1 (Porta),False,,
ESTOQUE CONFORTAVEL,A-7422,Suplemento do meio AT,Sigma,,ENTRADA,,6,,Geladeira de cultivo - Prateleira 4,False,,
ESTOQUE CONFORTAVEL,H-0262,Suplemento do meio HAT,Sigma,,ENTRADA,,28,,Geladeira de cultivo - Prateleira 4,False,,
ESTOQUE CONFORTAVEL,H8016,Suplemento do meio HMT,Sigma,,ENTRADA,,20,,Geladeira de cultivo - Prateleira 4,False,,
ESTOQUE CONFORTAVEL,H-0137,Suplemento do meio HT,Sigma,,ENTRADA,,13,,Geladeira de cultivo - Prateleira 4,False,,
ESTOQUE CONFORTAVEL,S9895,SCHNEIDERS ,,1L,,,1,0,Geladeira 1 - Prateleira 1,True,2025-03-07 00:00:00,
ESTOQUE CONFORTAVEL,161-0462,Silver Stain Plus ,,,,,3,,Geladeira 12 de cultivo - Prateleira 2,True,2025-04-04 00:00:00,
ESTOQUE CONFORTAVEL,89880C,Tampão (SUbstrate Equilibration Buffer),Thermo,,ENTRADA,,,1,Geladeira 1 - Prateleira 3,False,,
ESTOQUE CONFORTAVEL,89880B,Tampão de lavagem (4X Wash buffer),Thermo,,ENTRADA,,,1,Geladeira 1 - Prateleira 3,False,,
ESTOQUE CONFORTAVEL,QIAGEN,Tampão de lise RLC,1510028995,,ENTRADA,,,1,Geladeira 1 -Prateleira 3 (porta),False,,
ESTOQUE CONFORTAVEL,QIAGEN,Tampão de lise RLC- Mateus,1015722,,ENTRADA,,,1,Geladeira 1 -Prateleira 3 (porta),False,,
ESTOQUE CONFORTAVEL,Bioflux,Tampão de ressuspensão ,C012A01c,,ENTRADA,,,1,Geladeira 1 - Prateleira 1 (Porta),False,,
ESTOQUE BAIXO,TRANS,Tampão de ressuspensão ,EM101-01,,ENTRADA,,,1 (acabando),Geladeira 1 -Prateleira 3 (porta),False,,
ESTOQUE BAIXO,1014841,Tampão de ressuspensão (Buffer P1),QIAGEN ,,ENTRADA,,,1,Geladeira 1 - Prateleira 1 (Porta),False,,
ESTOQUE MODERADO,Sigma,Tampão pH 10 para fenol saturado,B5658-65,,ENTRADA,,,1,Geladeira 1 - Prateleira 2 (Porta),True,2025-03-07 00:00:00,
ESTOQUE CONFORTAVEL,Sigma,Tampão pH 10 para fenol saturado,B5658-1EA,,ENTRADA,,,1,Geladeira 1 - Prateleira 2 (Porta),True,2025-03-07 00:00:00,
ESTOQUE CONFORTAVEL,Sigma Aldrich,TEMPO free radical ,2140005G,,ENTRADA,,,1,Geladeira 1 - Prateleira 1 (Porta),False,,
ESTOQUE CONFORTAVEL,Sigma life science,Tetraciclina ,87128-25G,,ENTRADA,,,1,Geladeira 1 - Prateleira 1 (Porta),True,2025-03-07 00:00:00,
ESTOQUE CONFORTAVEL,A-6316,Tetrahidrato de Alloxan,Sigma,10 G,ENTRADA,,0,1,Geladeira 12 de cultivo - Prateleira 2 - Porta,True,2025-04-03 00:00:00,
ESTOQUE CONFORTAVEL,Sigma,Tetrametilbenzidina,860336-25G,,ENTRADA,,,1,Geladeira 1 - Prateleira 2 (Porta),True,2025-03-07 00:00:00,
ESTOQUE CONFORTAVEL,,TGM2 protein (His tag),80R-4174,,ENTRADA,,,1,Geladeira 1 - Prateleira 4,False,,
ESTOQUE BAIXO,Sigma,TMB - liquid substrate System for ELISA,T0440,,ENTRADA,,,1,Geladeira 1 - Prateleira 2 (Porta),True,2025-03-07 00:00:00,
ESTOQUE CONFORTAVEL,128708,trans-4 hidroxi-3 metoxianâmico,Sigma,25 G,ENTRADA,,,1,Geladeira 12 de cultivo - Prateleira 2 - Porta,True,2025-04-03 00:00:00,
ESTOQUE CONFORTAVEL,T-9424,TRI Reagente,Sigma,,ENTRADA,,1,2,Geladeira 3 - Prateleira 1,False,,
ESTOQUE CONFORTAVEL,T-7140,Triolin ,Sigma,,ENTRADA,,1,,Geladeira 12 de cultivo - Prateleira 3 - Porta,True,2025-04-03 00:00:00,
ESTOQUE CONFORTAVEL,9002077,Tripsina,Dinâmica,5g,ENTRADA,,2,,Geladeira 12 de cultivo - Prateleira 3 - Porta,True,2025-04-03 00:00:00,
ESTOQUE CONFORTAVEL,124579,Tripsina,Merck,1 G,ENTRADA,,1,,Geladeira de cultivo - Prateleira 2 - Porta,True,2025-04-03 00:00:00,
ESTOQUE CONFORTAVEL,458,Tripsina (pó),VWR,50 G,ENTRADA,,1,,Geladeira de cultivo - Prateleira 3 - Porta,False,,
ESTOQUE CONFORTAVEL,9035818,Trypsin inhibitor,,25G,ENTRADA,,,4,Geladeira 12 de cultivo - Gaveta,True,2025-04-07 00:00:00,
ESTOQUE CONFORTAVEL,Ilumina,TruSeq- reagentes p/ biblioteca de RNA direcionalg,15032615,,ENTRADA,,,1,Geladeira 5 - Prateleira 1 ,True,2025-03-10 00:00:00,
ESTOQUE CONFORTAVEL,Spectra,Tubo de membrana porosa molecular,105108,,ENTRADA,,,1,Geladeira 1 -Prateleira 4 (porta),False,,
ESTOQUE CONFORTAVEL,TS-218,Vancomicina,™ média,,ENTRADA,,1 caixa,,Geladeira de cultivo - Prateleira 2,False,,
ESTOQUE CONFORTAVEL,Sigma,Tripsina de pâncreas suíno liofilizado,T6567-5X20Ug,,ENTRADA,,8 tubos,,Geladeira 1 - Gaveta,False,,
ESTOQUE CONFORTAVEL,Himedia,Yeast nitrogen base (YNB),M878,,ENTRADA,,1,2,Geladeira 1 - Gaveta,False,,
ESTOQUE CONFORTAVEL,Himedia,Yeast Carbon base (YNC),,,ENTRADA,,1,,Geladeira 1 - Gaveta,False,,
ESTOQUE CONFORTAVEL,,,,,ENTRADA,,,,,False,,
ESTOQUE CONFORTAVEL,,,,,ENTRADA,,,,,False,,
ESTOQUE CONFORTAVEL,,,,,ENTRADA,,,,,False,,
ESTOQUE CONFORTAVEL,,,,,ENTRADA,,,,,False,,
ESTOQUE CONFORTAVEL,,,,,ENTRADA,,,,,False,,
ESTOQUE CONFORTAVEL,,,,,ENTRADA,,,,,False,,
ESTOQUE CONFORTAVEL,,,,,ENTRADA,,,,,False,,
ESTOQUE CONFORTAVEL,,,,,ENTRADA,,,,,False,,
ESTOQUE CONFORTAVEL,,,,,ENTRADA,,,,,False,,
ESTOQUE CONFORTAVEL,,,,,ENTRADA,,,,,False,,
ESTOQUE CONFORTAVEL,,,,,ENTRADA,,,,,False,,
,,,,,ENTRADA,,,,,False,,
